"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Andhra Pradesh","SPSR Nellore","2022-09-14","2022","09","27.534187071","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-16","2022","09","27.5202326931","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-17","2022","09","26.4782268145","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-18","2022","09","25.4550165292","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-19","2022","09","24.6135431454","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-21","2022","09","23.5743925469","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-20","2022","09","24.3382317243","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-23","2022","09","22.1296103405","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-24","2022","09","21.4200803392","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-22","2022","09","22.8043257203","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-25","2022","09","20.7559116159","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-26","2022","09","20.7956534024","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-09-27","2022","09","20.6319811274","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-01","2022","09","16.6961498629","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-02","2022","09","15.8781687579","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-03","2022","09","15.3430781068","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-04","2022","09","15.803590581","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-06","2022","09","16.2471269052","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-07","2022","09","16.3866483382","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-05","2022","09","16.3306301041","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-08","2022","09","18.8607895869","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-09","2022","09","19.6079333354","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-10","2022","09","20.2870662874","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-11","2022","09","21.1115331611","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-12","2022","09","20.2248488995","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-15","2022","09","18.9470119978","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-13","2022","09","20.0000348995","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-14","2022","09","19.6754967142","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-16","2022","09","17.8560243848","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-17","2022","09","17.0205856238","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-18","2022","09","16.7596636246","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-19","2022","09","19.8418824197","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-21","2022","09","19.361206292","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-20","2022","09","20.7478548559","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-23","2022","09","18.4315118701","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-24","2022","09","18.5534208404","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-22","2022","09","18.4724215443","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-25","2022","09","18.6889731856","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-26","2022","09","18.0042663919","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-09-27","2022","09","17.8785872152","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-01","2022","09","25.741639758","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-02","2022","09","24.7937019193","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-03","2022","09","23.9951475891","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-04","2022","09","26.3817491836","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-06","2022","09","27.1690762585","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-07","2022","09","27.57268969","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-05","2022","09","27.0020103599","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-08","2022","09","29.0523178091","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-09","2022","09","29.9911778425","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-10","2022","09","30.9150383039","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-11","2022","09","31.1102411532","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-12","2022","09","29.3987419043","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-15","2022","09","27.7126064995","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-13","2022","09","29.982394119","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-14","2022","09","28.6611543087","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-16","2022","09","26.4687468985","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-17","2022","09","25.3680644026","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-18","2022","09","24.6490306272","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-19","2022","09","28.2757970575","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-21","2022","09","26.8618656185","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-20","2022","09","28.2547266281","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-23","2022","09","26.8784867511","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-24","2022","09","26.4526147466","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-22","2022","09","25.9252870867","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-25","2022","09","26.3519923839","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-26","2022","09","26.4179349815","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-09-27","2022","09","26.8579306432","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-01","2022","09","26.8213285975","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-02","2022","09","25.6941267448","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-03","2022","09","24.8213330209","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-04","2022","09","28.0193173413","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-06","2022","09","27.8897561367","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-07","2022","09","28.5438903604","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-05","2022","09","28.2853027069","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-08","2022","09","31.0280892094","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-09","2022","09","31.6590747253","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-10","2022","09","31.9535180881","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-11","2022","09","32.4783860754","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-12","2022","09","31.4153911456","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-15","2022","09","28.6781173576","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-13","2022","09","30.6322862347","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-14","2022","09","29.601453725","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-16","2022","09","27.3193782747","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-17","2022","09","26.2283988823","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-18","2022","09","25.6593380588","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-19","2022","09","30.5451369442","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-21","2022","09","29.5967271077","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-20","2022","09","31.1102923321","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-23","2022","09","29.9267338701","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-24","2022","09","30.012794054","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-22","2022","09","28.4892859277","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-25","2022","09","29.6008328401","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-26","2022","09","28.9076428187","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-09-27","2022","09","27.9401199395","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-01","2022","09","27.0765275587","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-02","2022","09","26.3885093566","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-03","2022","09","26.4070299793","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-04","2022","09","25.503515847","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-06","2022","09","25.4119562554","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-07","2022","09","25.6048403004","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-05","2022","09","25.3803365438","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-08","2022","09","32.4419099347","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-09","2022","09","33.1910592112","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-10","2022","09","34.8124999313","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-11","2022","09","34.9995590441","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-12","2022","09","33.4696906128","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-15","2022","09","29.8798424136","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-13","2022","09","32.2760434333","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-14","2022","09","31.0021490814","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-16","2022","09","28.8300094354","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-17","2022","09","27.7910801364","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-18","2022","09","26.8051607304","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-19","2022","09","32.2195667076","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-21","2022","09","30.6606703152","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-20","2022","09","32.3657460484","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-23","2022","09","30.7403805448","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-24","2022","09","30.0796730289","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-22","2022","09","30.0548679093","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-25","2022","09","28.6139431794","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-26","2022","09","27.5396055358","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-09-27","2022","09","29.5948350467","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-01","2022","09","24.2513407374","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-02","2022","09","27.5756314638","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-03","2022","09","25.7531997232","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-04","2022","09","24.5624253183","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-06","2022","09","25.8855506408","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-07","2022","09","25.710128788","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-05","2022","09","26.8001563648","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-08","2022","09","27.6339498073","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-09","2022","09","27.8763795225","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-10","2022","09","28.360635997","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-11","2022","09","29.1148850744","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-12","2022","09","27.2105647699","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-15","2022","09","25.3105838802","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-13","2022","09","25.9302761655","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-14","2022","09","25.0055588349","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-16","2022","09","24.3033711422","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-17","2022","09","23.4080113665","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-18","2022","09","22.6066842885","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-19","2022","09","21.9549301156","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-21","2022","09","20.8490411601","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-20","2022","09","21.3681084209","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-23","2022","09","19.8818579908","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-24","2022","09","19.3948123648","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-22","2022","09","20.3492061148","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-25","2022","09","18.940290398","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-26","2022","09","19.2839810264","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-09-27","2022","09","21.8203626576","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-01","2022","09","6.4053368026","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-02","2022","09","6.2654225082","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-03","2022","09","6.3935747735","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-04","2022","09","8.983813746","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-06","2022","09","7.9808200767","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-05","2022","09","8.4789936283","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-07","2022","09","7.4831577627","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-08","2022","09","7.3938824662","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-09","2022","09","7.806275322","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-10","2022","09","7.3867566091","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-11","2022","09","7.1104558271","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-12","2022","09","6.9358907808","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-14","2022","09","6.5927112914","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-15","2022","09","6.4588996904","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-13","2022","09","6.7476458264","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-16","2022","09","6.3988415015","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-17","2022","09","6.2634347816","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-18","2022","09","6.1163215135","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-19","2022","09","5.968330094","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-20","2022","09","5.8876404002","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-22","2022","09","6.3449417448","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-23","2022","09","6.7105901289","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-21","2022","09","6.2948597376","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-25","2022","09","7.5829728648","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-24","2022","09","8.081540269","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-26","2022","09","7.821189007","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-09-27","2022","09","7.4408238059","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-01","2022","09","15.4074359444","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-02","2022","09","14.9740186603","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-03","2022","09","15.3222565163","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-04","2022","09","16.6162423321","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-06","2022","09","16.7882849765","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-05","2022","09","17.01658573","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-07","2022","09","15.7401804694","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-08","2022","09","15.0778447283","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-09","2022","09","14.7517923546","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-10","2022","09","14.2386571733","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-11","2022","09","13.8279772448","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-12","2022","09","14.0433151559","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-14","2022","09","16.9759974488","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-15","2022","09","15.9206430886","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-13","2022","09","14.662209934","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-16","2022","09","15.787065393","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-17","2022","09","15.0850878746","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-18","2022","09","14.4510503417","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-19","2022","09","13.978063644","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-20","2022","09","15.3832351798","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-22","2022","09","17.0466535277","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-23","2022","09","16.1124809786","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-21","2022","09","15.9544830008","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-25","2022","09","16.0022006017","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-24","2022","09","17.340039389","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-26","2022","09","15.6733966179","NRSC VIC MODEL"
"Arunachal Pradesh","Changlang","2022-09-27","2022","09","15.0345818307","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-01","2022","09","21.7817319514","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-02","2022","09","21.0609255718","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-03","2022","09","21.5364383038","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-04","2022","09","27.7236184707","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-06","2022","09","27.5002342745","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-05","2022","09","31.166351195","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-07","2022","09","26.9487129415","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-08","2022","09","28.1424723639","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-09","2022","09","29.2145403913","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-10","2022","09","26.6583948242","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-11","2022","09","25.3667524663","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-12","2022","09","24.5949191785","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-14","2022","09","22.9913535296","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-15","2022","09","22.9686807592","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-13","2022","09","23.6365408426","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-16","2022","09","22.8572474063","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-17","2022","09","22.0852596477","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-18","2022","09","21.3722648779","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-19","2022","09","20.7044589384","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-20","2022","09","20.4215537109","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-22","2022","09","21.6874785417","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-23","2022","09","22.948720252","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-21","2022","09","21.3059701057","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-25","2022","09","25.5048492797","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-24","2022","09","27.6020837117","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-26","2022","09","25.5884541032","NRSC VIC MODEL"
"Arunachal Pradesh","Dibang Valley","2022-09-27","2022","09","24.6796210945","NRSC VIC MODEL"
"Arunachal Pradesh","East Kameng","2022-09-01","2022","09","24.7749580105","NRSC VIC MODEL"
